user_id,app_id,created_at,last_login_at,offer_id,Offer_status,offer_started,offer_completed,Offer_expires,reward_id,offer_completed,label_in_english,total_payout_in_paise,total_revenue_in_paise
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3529,ONGOING,"2022-11-29 01:14:50.965031+00:00",,"2022-11-30 18:29:59+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3479,ONGOING,"2022-11-29 07:46:21.644530+00:00",,"2022-12-01 07:46:21.677847+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3549,ONGOING,"2022-11-29 08:01:03.045611+00:00",,"2022-12-01 08:01:03.050394+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3443,COMPLETED,"2022-11-28 08:02:55.130103+00:00","2022-11-28 08:06:39.074543+00:00",,935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3431,ONGOING,"2022-11-28 08:01:56.418620+00:00",,"2022-11-30 08:01:56.422570+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3469,ONGOING,"2022-11-28 02:47:52.055804+00:00",,"2022-11-30 02:47:52.059558+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3237,ONGOING,"2022-11-28 01:32:34.716340+00:00",,"2022-11-30 01:32:34.720380+00:00",935,"2022-11-29 00:00:00","Complete Registration",200,0
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3529,ONGOING,"2022-11-28 01:29:04.076514+00:00",,"2022-11-30 01:29:04.081195+00:00",935,"2022-11-29 00:00:00","Complete Registration",200,0
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3463,ONGOING,"2022-11-28 01:25:23.515775+00:00",,"2022-11-30 01:25:23.519609+00:00",935,"2022-11-29 00:00:00","Complete Registration",200,0
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",2415,COMPLETED,"2022-11-28 01:22:43.818904+00:00","2022-11-28 01:26:58.333522+00:00",,935,"2022-11-29 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3541,COMPLETED,"2022-11-28 07:53:58.569308+00:00","2022-11-28 08:00:34.379933+00:00",,935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3270,ONGOING,"2022-11-28 07:52:19.019991+00:00",,"2022-11-30 07:52:19.026169+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3500,ONGOING,"2022-11-28 01:10:08.684619+00:00",,"2022-11-30 01:10:08.690171+00:00",935,"2022-11-29 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",2793,ONGOING,"2022-11-28 08:19:07.013403+00:00",,"2022-11-30 08:19:07.019459+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3520,ONGOING,"2022-11-28 06:11:13.570163+00:00",,"2022-11-30 06:11:13.577249+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3503,ONGOING,"2022-11-28 06:10:51.265217+00:00",,"2022-11-30 06:10:51.271607+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3534,ONGOING,"2022-11-28 06:08:33.654146+00:00",,"2022-11-30 06:08:33.658878+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3227,COMPLETED,"2022-11-28 07:44:27.344271+00:00","2022-11-28 07:47:01.079157+00:00",,935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3015,ONGOING,"2022-11-28 06:07:45.554526+00:00",,"2022-11-30 06:07:45.560111+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3467,ONGOING,"2022-11-28 00:21:12.821361+00:00",,"2022-11-30 00:21:12.825908+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3227,ONGOING,"2022-11-28 00:19:34.185116+00:00",,"2022-11-30 00:19:34.189504+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3015,ONGOING,"2022-11-28 00:16:08.410501+00:00",,"2022-11-30 00:16:08.414985+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",792,ONGOING,"2022-11-28 00:00:05.311626+00:00",,"2022-11-29 18:29:59+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3340,ONGOING,"2022-11-27 23:21:43.583461+00:00",,"2022-11-29 23:21:43.589274+00:00",935,"2022-11-28 00:00:00","Complete Registration",200,0
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",2795,ONGOING,"2022-11-28 01:58:59.160529+00:00",,"2022-11-30 01:58:59.165092+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3500,ONGOING,"2022-11-27 07:45:05.479312+00:00",,"2022-11-29 07:45:05.483968+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",3513,ONGOING,"2022-11-27 06:43:28.327111+00:00",,"2022-11-29 06:43:28.331045+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",3382,COMPLETED,"2022-11-27 06:41:15.531333+00:00","2022-11-27 06:54:15.325097+00:00",,935,"2022-11-27 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3269,ONGOING,"2022-11-27 11:42:06.418790+00:00",,"2022-11-29 11:42:06.423451+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3227,ONGOING,"2022-11-27 10:29:34.482377+00:00",,"2022-11-29 10:29:34.487771+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",3399,ONGOING,"2022-11-27 06:36:55.085818+00:00",,"2022-11-29 06:36:55.100814+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3467,ONGOING,"2022-11-27 15:26:10.883606+00:00",,"2022-11-29 15:26:10.893828+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",2795,ONGOING,"2022-11-27 07:30:50.292189+00:00",,"2022-11-29 07:30:50.298525+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3528,COMPLETED,"2022-11-27 05:50:22.627131+00:00","2022-11-29 01:09:32.003868+00:00",,935,"2022-11-26 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3015,ONGOING,"2022-11-27 05:46:22.744206+00:00",,"2022-11-29 05:46:22.748445+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",3494,ONGOING,"2022-11-26 21:21:19.914602+00:00",,"2022-11-28 21:21:19.920149+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",3195,ONGOING,"2022-11-26 21:19:09.706075+00:00",,"2022-11-28 21:19:09.711025+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",2328,ONGOING,"2022-11-27 06:22:03.916583+00:00",,"2022-11-29 06:22:03.921976+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3469,ONGOING,"2022-11-27 08:06:17.224509+00:00",,"2022-11-29 08:06:17.229516+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3531,ONGOING,"2022-11-27 08:05:24.735529+00:00",,"2022-11-29 08:05:24.739567+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",2795,ONGOING,"2022-11-27 06:59:36.287178+00:00",,"2022-11-29 06:59:36.291252+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3520,ONGOING,"2022-11-27 12:02:40.241389+00:00",,"2022-11-29 12:02:40.246198+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",2931,ONGOING,"2022-11-27 06:06:47.637967+00:00",,"2022-11-28 18:29:59+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,"2022-11-26 00:00:00","2022-11-27 00:00:00",792,ONGOING,"2022-11-27 07:27:24.329274+00:00",,"2022-11-28 18:29:59+00:00",935,"2022-11-27 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3321,ONGOING,"2022-11-26 14:44:49.741586+00:00",,"2022-11-28 14:44:49.744970+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",3510,COMPLETED,"2022-11-26 14:38:07.005796+00:00","2022-11-26 15:04:48.098827+00:00",,935,"2022-11-26 00:00:00","Complete Registration",200,0
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,"2022-11-26 00:00:00","2022-11-29 00:00:00",792,ONGOING,"2022-11-26 14:27:00.973237+00:00",,"2022-11-30 18:29:59+00:00",935,"2022-11-26 00:00:00","Complete Registration",200,0
